"nace_r2","Country","Year","consumption_of_capital","Output","intermediate_consumption","wages_and_salaries","real_labour_productivity","bankruptcy_declarations_index","Registrations"
"Public administration and defence; compulsory social security","Luxembourg",1996,27.853,45.362,44.24,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",1997,28.578,46.992,46.342,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",1998,29.65,48.393,43.789,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",1999,31.231,49.378,47.123,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2000,33.067,51.003,49.898,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2001,35.096,54.404,54.267,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2002,37.322,56.36,53.277,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2003,40.285,58.879,55.596,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2004,43.306,61,54.548,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2005,45.69,61.955,57.279,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2006,48.399,61.639,53.719,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2007,51.074,62.225,52.09,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2008,54.115,65.223,58.22,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2009,57,67.002,58.812,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2010,60.714,69.025,61.08,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2011,66.199,71.861,61.911,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2012,69.821,75.069,66.546,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2013,73.674,77.256,66.959,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2014,77.371,78.382,66.643,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2015,79.063,81.729,72.266,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2016,82.614,83.218,73.647,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2017,87.181,86.938,77.303,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2018,91.422,90.261,80.012,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2019,95.363,93.808,89.729,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2020,100,100,100,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2021,106.234,106.414,103.305,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2022,104.114,108.563,101.892,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",2023,88.309,111.933,104.437,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",1995,78.116,56.381,42.626,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",1996,77.351,68.31,71.024,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",1997,76.089,73.424,80.178,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",1998,74.828,73.345,79.572,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",1999,73.71,74.727,79.477,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2000,72.652,76.406,77.34,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2001,71.551,76.552,77.368,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2002,70.764,79.044,81.757,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2003,71.467,81.726,77.83,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2004,73.389,83.619,81.637,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2005,76.189,87.312,85.986,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2006,80.023,94.296,85.9,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2007,84.718,101.248,91.266,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2008,86.166,101.991,93.472,6.52,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2009,86.533,92.174,89.864,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2010,86.94,81.246,72.99,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2011,87.386,80.87,71.361,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2012,88.049,79.479,69.538,6.05,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2013,89.201,80.124,70.802,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2014,90.128,82.954,73.783,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2015,90.396,83.774,72.112,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2016,90.313,85.225,71.961,10.89,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2017,91.013,87.805,72.681,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2018,92.933,89.25,72.656,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2019,95.482,95.675,93.283,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2020,100,100,100,12.27,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2021,101.732,98.489,92.81,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2022,102.977,105.453,107.169,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Latvia",2023,97.276,106.888,107.372,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",1995,28.057,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",1996,29.625,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",1997,31.279,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",1998,32.965,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",1999,35.002,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2000,37.331,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2001,39.137,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2002,40.615,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2003,41.985,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2004,44.596,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2005,43.235,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2006,44.872,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2007,45.93,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2008,46.835,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2009,48.261,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2010,50.297,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2011,52.155,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2012,54.219,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2013,57.111,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2014,58.731,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2015,62.124,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2016,67.242,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2017,71.799,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2018,79.344,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2019,90.681,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2020,100,NA,NA,15.59,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2021,108.683,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2022,115.238,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Malta",2023,119.747,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",1995,58.598,66.146,56.799,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",1996,59.319,66.012,57.11,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",1997,60.554,67.163,57.935,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",1998,61.775,69.458,61.29,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",1999,63.787,72.283,64.963,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2000,66.12,75.458,69.379,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2001,68.133,80.122,76.508,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2002,70.926,83.628,81.016,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2003,73.628,86.782,85.216,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2004,76.355,85.963,83.538,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2005,78.188,86.554,84.763,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2006,79.891,88.402,88.361,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2007,81.739,91.379,93.383,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2008,83.579,93.088,96.117,25.23,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2009,85.795,96.969,102.744,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2010,87.621,96.897,98.703,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2011,89.979,94.174,92.898,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2012,91.932,91.739,86.931,26.64,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2013,93.578,92.191,87.056,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2014,93.881,92.669,89.058,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2015,94.015,91.677,87.934,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2016,94.309,92.902,91.465,28.96,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2017,95.543,93.035,90.083,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2018,96.642,94.137,92.925,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2019,97.941,96.318,94.88,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2020,100,100,100,29.54,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2021,101.039,102.963,105.972,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Netherlands",2022,102.592,104.904,106.286,NA,NA,NA,NA
