DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Estonia,2016,-8.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Estonia,2017,-9.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Estonia,2018,0.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Estonia,2019,10.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Estonia,2020,0.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Estonia,2021,-45.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Estonia,2022,-50.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Estonia,2023,100.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Greece,2022,,c
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Greece,2023,,c
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Spain,2015,-35.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Spain,2016,-16.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Spain,2017,19.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Spain,2018,22.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Spain,2019,11.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Spain,2020,-12.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Spain,2021,135.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Spain,2022,43.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Spain,2023,-20.5,p
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,European Union - 27 countries (from 2020),2015,-14.9,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,European Union - 27 countries (from 2020),2016,-18.4,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,European Union - 27 countries (from 2020),2017,1.7,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,European Union - 27 countries (from 2020),2018,12.7,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,European Union - 27 countries (from 2020),2019,6.5,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,European Union - 27 countries (from 2020),2020,-21.8,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,European Union - 27 countries (from 2020),2021,-3.9,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,European Union - 27 countries (from 2020),2022,18.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,European Union - 27 countries (from 2020),2023,11.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Finland,2021,38.9,b
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Finland,2022,2.6,b
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Finland,2023,15.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,France,2015,-3.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,France,2016,-0.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,France,2017,4.9,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,France,2018,11.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,France,2019,2.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,France,2020,-41.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,France,2021,-3.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,France,2022,48.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,France,2023,31.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Croatia,2016,354.9,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Croatia,2017,-22.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Croatia,2018,-23.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Croatia,2019,-13.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Croatia,2020,-12.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Croatia,2021,59.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Croatia,2022,43.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Croatia,2023,-16.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Hungary,2016,,c
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Hungary,2017,,c
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Hungary,2018,,c
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Hungary,2019,,c
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Hungary,2020,,c
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Hungary,2021,,c
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Hungary,2022,63.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Hungary,2023,121.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Iceland,2015,-36.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Iceland,2016,15.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Iceland,2017,27.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Iceland,2018,14.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Iceland,2019,-31.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Iceland,2020,27.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Iceland,2021,7.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Iceland,2022,-66.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Iceland,2023,280.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Iceland,2024,-52.6,p
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Italy,2015,1.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Italy,2016,-16.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Italy,2017,-9.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Italy,2018,-2.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Italy,2019,2.9,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Italy,2020,-22.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Italy,2021,23.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Italy,2022,-16.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Italy,2023,10.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Lithuania,2015,-3.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Lithuania,2016,30.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Lithuania,2017,-6.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Lithuania,2018,-20.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Lithuania,2019,-14.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Lithuania,2020,-51.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Lithuania,2021,6.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Lithuania,2022,19.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Lithuania,2023,-20.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Luxembourg,2015,-3.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Luxembourg,2016,15.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Luxembourg,2017,-10.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Luxembourg,2018,-9.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Luxembourg,2019,-6.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Luxembourg,2020,7.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Luxembourg,2021,3.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Luxembourg,2022,6.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Luxembourg,2023,0.0,p
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Latvia,2016,-16.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Latvia,2017,-9.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Latvia,2018,-12.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Latvia,2019,-4.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Latvia,2020,-28.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Latvia,2021,-53.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Latvia,2022,92.9,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Latvia,2023,-70.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,North Macedonia,2021,-30.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,North Macedonia,2022,18.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,North Macedonia,2023,-21.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Netherlands,2015,-28.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Netherlands,2016,-2.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Netherlands,2017,-18.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Netherlands,2018,8.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Netherlands,2019,0.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Netherlands,2020,0.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Netherlands,2021,-39.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Netherlands,2022,4.6,p
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Netherlands,2023,74.3,p
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Norway,2016,-8.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Norway,2017,21.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Norway,2018,2.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Norway,2019,-0.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Norway,2020,-4.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Norway,2021,-7.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Norway,2022,-10.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,Transportation and storage,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Norway,2023,15.7,
