"geo","year","hourly_wages","hicp","business_investment","low_education","middle_education","high_education","hh_index","partime_contracts","productivity_pp","productivity_1","productivity_2","realgdp_pc","tradeunion_density","training_education_l4w","unemployment"
"Spain",2012,18.4241766947353,95.5730920989318,11.35,46.4,23.6,30,0.0557865512641083,14.4,97.63,96.198,94.469,22330,17.799999,15.1,24.8
"Spain",2013,18.3364494900677,97.03589644885,12.01,45.6,23.5,30.9,0.0539698286228229,15.7,98.4,97.63,96.198,22090,17,15.2,26.1
"Spain",2014,18.3728927962191,96.8434221922818,12.83,44.5,23.9,31.7,0.0535458984758185,15.8,98.871,98.4,97.63,22500,15.8,14.1,24.5
"Spain",2015,18.5844380934821,96.237128284092,12.77,43.5,24.4,32.1,0.0536311523076022,15.6,100,98.871,98.4,23440,14.4,13.9,22.1
"Spain",2016,18.647840752039,95.9099220479261,13.26,42.6,24.7,32.7,0.0539641210894121,15.1,100.761,100,98.871,24100,13.9,13.5,19.6
"Spain",2017,18.4639888275894,97.8635357520932,13.67,41.8,24.9,33.2,0.0529046305107573,14.9,101.025,100.761,100,24750,13.4,13.8,17.2
"Spain",2018,18.425882908096,99.5669329227216,14.16,40.8,25.2,34,0.0556205874945257,14.5,101.234,101.025,100.761,25230,13,14.4,15.3
"Spain",2019,19.1114359395142,100.336829948994,14.63,39.6,25.3,35.1,0.0558259514507993,14.5,100.553,101.234,101.025,25520,12.5,14.6,14.1
"Sweden",2005,25.0828798259552,80.8603549196321,14.66,21.3,53.2,25.5,0.0466164394787486,24,92.139,89.599,85.635,41670,75.699997,23.8,7.9
"Sweden",2006,25.4971807322125,82.077487689306,15.27,26.9,47.2,25.9,0.0470048346740898,24.3,94.643,92.139,89.599,43340,74.300003,22.2,7.2
"Sweden",2007,26.1817695191865,83.4525689863421,15.98,26.5,47.1,26.4,0.0451977607147705,24.2,95.496,94.643,92.139,44430,70.800003,22.5,6.3
"Sweden",2008,25.1190500888441,86.2491870296386,16.46,26.2,47,26.9,0.0428101830145044,25.7,94.14,95.496,94.643,43680,68.300003,25.4,6.3
"Sweden",2009,23.0684035850458,87.9215832017096,14.67,25.4,47,27.6,0.0421965959844983,26,92.004,94.14,95.496,41470,68.400002,25.6,8.5
"Sweden",2010,25.4160751897024,89.5939793737806,14.32,25,46.7,28.2,0.0428421557496586,25.8,96.649,92.004,94.14,43480,68.199997,27.8,8.7
"Sweden",2011,27.306070932668,90.8204032332993,14.98,24.4,46.5,29.1,0.0414133186543224,25.2,97.465,96.649,92.004,44510,67.5,28.1,7.9
"Sweden",2012,29.1662495191629,91.6658924091796,15.11,23.8,46.1,30.1,0.0414588553509393,25,96.315,97.465,96.649,44010,67.5,29.5,8.1
"Sweden",2013,29.9378931448771,92.0747003623525,14.73,22.9,45.7,31.4,0.0421804220351154,24.7,96.428,96.315,97.465,44130,67.699997,30.6,8.1
"Sweden",2014,29.0781947310532,92.2605221592493,15.34,22.1,45,32.8,0.0433809590811407,24.6,97.219,96.428,96.315,44690,67.300003,31.3,8
"Sweden",2015,28.7754217756062,92.910898448388,15.64,21.6,44.4,34,0.0428061415292928,24.3,100,97.219,96.428,46170,67,31.4,7.5
"Sweden",2016,28.3529722990671,93.9700826906996,15.89,21.1,43.6,35.3,0.0435445606549724,23.9,100.346,100,97.219,46700,66.699997,31,7.1
"Sweden",2017,28.1245126774078,95.7168075815293,16.07,21.1,42.9,36,0.0421712375555979,23.3,99.677,100.346,100,46880,66.099998,31.6,6.8
"Sweden",2018,26.9019157286509,97.6679364489455,16.11,20.9,42,37.1,0.0435504915377266,22.6,99.886,99.677,100.346,47220,65.5,32.6,6.5
"Sweden",2019,26.9105225620557,99.3496237108613,15.55,20.8,41.5,37.8,0.0438788412601914,22.5,101.779,99.886,99.677,47910,65.199997,35.6,6.9
