DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Denmark,2008,91.2,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Denmark,2009,92.1,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Denmark,2010,94.1,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Denmark,2011,96.6,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Denmark,2012,98.9,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Denmark,2013,99.4,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Denmark,2014,99.8,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Denmark,2015,100.0,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Denmark,2016,100.0,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Denmark,2017,101.1,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Denmark,2018,101.8,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Denmark,2019,102.5,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Denmark,2020,102.9,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Denmark,2021,104.9,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Denmark,2022,113.8,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Denmark,2023,117.6,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Denmark,2024,119.1,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1996,71.74,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1997,72.87,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1998,73.67,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1999,74.48,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2000,76.05,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2001,77.83,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2002,79.58,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2003,81.24,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2004,82.98,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2005,84.79,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2006,86.64,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2007,88.49,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2008,91.38,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2009,91.65,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2010,93.14,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2011,95.66,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2012,98.05,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2013,99.38,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2014,99.81,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,100.00,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,100.23,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,101.78,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,103.56,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,104.80,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,105.06,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,107.78,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022,116.82,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023,123.15,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024,126.07,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),1996,71.23,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),1997,72.44,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),1998,73.33,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),1999,74.19,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2000,75.81,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2001,77.64,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2002,79.40,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2003,81.08,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2004,82.85,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2005,84.67,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2006,86.53,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2007,88.41,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2008,91.37,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2009,91.65,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2010,93.13,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2011,95.67,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2012,98.06,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2013,99.38,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2014,99.81,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2015,100.00,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2016,100.23,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2017,101.78,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2018,103.56,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2019,104.80,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2020,105.06,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2021,107.78,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2022,116.82,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2023,123.14,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area - 19 countries  (2015-2022),2024,126.03,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2000,75.77,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2001,77.61,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2002,79.37,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2003,81.05,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2004,82.82,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2005,84.64,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2006,86.51,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2007,88.39,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2008,91.35,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2009,91.66,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2010,93.13,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2011,95.66,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2012,98.06,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2013,99.39,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2014,99.81,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2015,100.00,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2016,100.23,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2017,101.77,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2018,103.55,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2019,104.79,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2020,105.05,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2021,107.77,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2022,116.83,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2023,123.17,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Euro area – 20 countries (from 2023),2024,126.08,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,1996,45.70,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,1997,49.95,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,1998,54.34,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,1999,56.02,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2000,58.22,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2001,61.50,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2002,63.71,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2003,64.59,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2004,66.55,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2005,69.29,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2006,72.37,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2007,77.25,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2008,85.45,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2009,85.62,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2010,87.96,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2011,92.43,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2012,96.33,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2013,99.46,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2014,99.93,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2015,100.00,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2016,100.80,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2017,104.48,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2018,108.05,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2019,110.50,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2020,109.80,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2021,114.72,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2022,137.03,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2023,149.52,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,Estonia,2024,155.10,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1996,70.24,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1997,71.45,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1998,72.38,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1999,73.24,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2000,74.64,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2001,76.29,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2002,77.87,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2003,79.40,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2004,80.98,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2005,82.73,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2006,84.56,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2007,86.52,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2008,89.69,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2009,90.60,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2010,92.49,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2011,95.34,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2012,97.84,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2013,99.31,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2014,99.88,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2015,100.00,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2016,100.29,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2017,102.01,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2018,103.95,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2019,105.49,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2020,106.28,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2021,109.37,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2022,119.39,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2023,126.97,
ESTAT:PRC_HICP_AIND(1.0),17/01/25 11:00:00,Annual,Annual average index,All-items HICP,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2024,130.28,
